S/N,REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
13699,EASTERN,ATIWA,2015,COCOYAM,3558.0,9.75,34689.9
13700,EASTERN,KWAEBIBIREM,2015,COCOYAM,2725.0,8.57,23347.89
13701,EASTERN,BIRIM NORTH,2015,COCOYAM,934.0,8.08,7542.63
13702,EASTERN,AKYEMANSA,2015,COCOYAM,1323.0,8.47,11205.22
13703,EASTERN,KWAHU WEST,2015,COCOYAM,1091.0,7.66,8359.23
13704,EASTERN,KWAHU SOUTH,2015,COCOYAM,499.0,7.58,3784.02
13705,EASTERN,KWAHU EAST,2015,COCOYAM,475.0,7.48,3555.24
13706,EASTERN,FANTEAKWA,2015,COCOYAM,7598.0,8.77,66596.48
13707,EASTERN,AFRAM PLAINS,2015,COCOYAM,40.0,4.92,196.97
13708,EASTERN,ASUOGYAMAN,2015,COCOYAM,36.0,4.92,177.27
13709,EASTERN,LOWER MANYA KROBO,2015,COCOYAM,50.0,6.89,344.69
13710,EASTERN,UPPER MANYA KROBO,2015,COCOYAM,78.0,6.89,537.72
13711,EASTERN,BIRIM SOUTH,2015,PLANTAIN,3678.65,11.1,40839.55
13712,EASTERN,BIRIM CENTRAL,2015,PLANTAIN,5014.14,11.0,55150.37
13713,EASTERN,WEST AKIM,2015,PLANTAIN,9807.72,10.54,103338.04
13714,EASTERN,SUHUM KRABOA COALTAR,2015,PLANTAIN,7679.04,8.94,68674.32
13715,EASTERN,AKUAPIM SOUTH,2015,PLANTAIN,1578.3,9.56,15088.32
13716,EASTERN,AKUAPIM NORTH,2015,PLANTAIN,1639.0,10.07,16511.04
13717,EASTERN,NEW JUABEN,2015,PLANTAIN,840.75,10.69,8988.1
13718,EASTERN,YILO KROBO,2015,PLANTAIN,602.99,9.46,5702.53
13719,EASTERN,EAST AKIM,2015,PLANTAIN,5031.34,11.0,55339.54
13720,EASTERN,ATIWA,2015,PLANTAIN,8113.07,8.84,71721.94
13721,EASTERN,KWAEBIBIREM,2015,PLANTAIN,5928.75,10.28,60944.0
13722,EASTERN,BIRIM NORTH,2015,PLANTAIN,4492.09,10.71,48115.39
13723,EASTERN,AKYEMANSA,2015,PLANTAIN,6437.65,10.18,65513.45
13724,EASTERN,KWAHU WEST,2015,PLANTAIN,2453.45,10.79,26481.0
13725,EASTERN,KWAHU SOUTH,2015,PLANTAIN,4542.67,9.77,44361.2
13726,EASTERN,KWAHU EAST,2015,PLANTAIN,3080.72,9.66,29767.92
13727,EASTERN,FANTEAKWA,2015,PLANTAIN,13888.04,11.0,152754.06
13728,EASTERN,AFRAM PLAINS,2015,PLANTAIN,137.6,6.99,961.79
13729,EASTERN,ASUOGYAMAN,2015,PLANTAIN,912.58,8.53,7786.06
13730,EASTERN,LOWER MANYA KROBO,2015,PLANTAIN,250.91,9.97,2501.82
13731,EASTERN,UPPER MANYA KROBO,2015,PLANTAIN,391.54,10.13,3964.43
13732,EASTERN,KWAHU SOUTH,2015,GROUNDNUT,865.0,1.26,1090.39
13733,EASTERN,KWAHU EAST,2015,GROUNDNUT,855.0,1.22,1039.29
13734,EASTERN,FANTEAKWA,2015,GROUNDNUT,393.0,1.08,424.63
13735,EASTERN,AFRAM PLAINS,2015,GROUNDNUT,8350.0,1.26,10525.7
13736,EASTERN,AKUAPIM SOUTH,2015,COWPEA,89.96,1.19,107.48
13737,EASTERN,NEW JUABEN,2015,COWPEA,31.52,1.43,45.19
13738,EASTERN,YILO KROBO,2015,COWPEA,19.04,1.43,27.3
13739,EASTERN,KWAHU SOUTH,2015,COWPEA,14.45,0.97,13.98
13740,EASTERN,FANTEAKWA,2015,COWPEA,450.47,1.43,645.8
13741,EASTERN,AFRAM PLAINS,2015,COWPEA,771.57,1.55,1198.32
13742,EASTERN,LOWER MANYA KROBO,2015,COWPEA,28.89,1.43,41.42
13743,EASTERN,UPPER MANYA KROBO,2015,COWPEA,49.91,1.55,77.51
13744,ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2015,COCOYAM,1213.61,7.15,8680.37
13745,ASHANTI,BOSOME FREHO,2015,COCOYAM,1462.73,5.58,8169.15
13746,ASHANTI,AMANSIE CENTRAL,2015,COCOYAM,1391.7,6.17,8590.57
13747,ASHANTI,AMANSIE WEST,2015,COCOYAM,1221.61,7.15,8737.62
13748,ASHANTI,EJURA SEKYEREDUMASE,2015,COCOYAM,30.02,4.31,129.4
13749,ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST),2015,COCOYAM,794.4,5.78,4592.27
13750,ASHANTI,SEKYERE CENTRAL,2015,COCOYAM,1284.64,6.17,7929.76
13751,ASHANTI,SEKYERE EAST,2015,COCOYAM,567.28,6.07,3446.11
13752,ASHANTI,SEKYERE AFRAM PLAINS,2015,COCOYAM,1362.68,5.68,7743.9
13753,ASHANTI,SEKYERE SOUTH,2015,COCOYAM,2188.09,6.07,13292.14
13754,ASHANTI,AFIGYA KWABRE,2015,COCOYAM,2362.18,6.07,14349.68
13755,ASHANTI,AHAFO ANO NORTH,2015,COCOYAM,6341.17,5.68,36035.85
13756,ASHANTI,AHAFO ANO SOUTH,2015,COCOYAM,9422.71,6.27,59087.17
13757,ASHANTI,ATWIMA MPONUA,2015,COCOYAM,6354.18,5.29,33619.43
13758,ASHANTI,ATWIMA NWABIAGYA,2015,COCOYAM,5102.55,4.8,24497.44
13759,ASHANTI,EJUSU JUABEN,2015,COCOYAM,2301.15,5.19,11949.73
13760,ASHANTI,BOSUMTWE,2015,COCOYAM,441.22,5.65,2494.42
13761,ASHANTI,ATWIMA KWANWOMA,2015,COCOYAM,543.27,5.65,3071.36
13762,ASHANTI,KWABRE EAST,2015,COCOYAM,1701.85,6.86,11672.31
13763,ASHANTI,OFFINSO,2015,COCOYAM,861.43,6.86,5908.21
13764,ASHANTI,OFFINSO NORTH,2015,COCOYAM,911.46,4.21,3840.09
13765,ASHANTI,ADANSI NORTH,2015,COCOYAM,1000.5,5.58,5587.65
13766,ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2015,COCOYAM,421.21,4.7,1980.97
13767,ASHANTI,ADANSI  SOUTH,2015,COCOYAM,2219.11,6.37,14132.84
13768,ASHANTI,ASANTE AKIM NORTH,2015,COCOYAM,1116.56,6.56,7329.82
13769,ASHANTI,ASANTE AKIM SOUTH,2015,COCOYAM,7894.95,5.09,40224.43
13770,ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2015,COCOYAM,7.2,4.41,31.76
13771,ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2015,PLANTAIN,3646.75,11.12,40548.53
13772,ASHANTI,BOSOME FREHO,2015,PLANTAIN,4706.13,11.73,55208.36
13773,ASHANTI,AMANSIE CENTRAL,2015,PLANTAIN,5021.22,10.71,53782.57
13774,ASHANTI,AMANSIE WEST,2015,PLANTAIN,3534.65,11.22,39662.66
13775,ASHANTI,EJURA SEKYEREDUMASE,2015,PLANTAIN,919.01,10.71,9843.55
13776,ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST),2015,PLANTAIN,1615.84,11.22,18131.5
13777,ASHANTI,SEKYERE CENTRAL,2015,PLANTAIN,2738.85,12.24,33526.8
13778,ASHANTI,SEKYERE EAST,2015,PLANTAIN,1314.89,12.24,16095.83
13779,ASHANTI,SEKYERE AFRAM PLAINS,2015,PLANTAIN,1514.85,12.14,18389.05
13780,ASHANTI,SEKYERE SOUTH,2015,PLANTAIN,2529.8,11.22,28387.13
13781,ASHANTI,AFIGYA KWABRE,2015,PLANTAIN,2424.77,10.71,25971.83
13782,ASHANTI,AHAFO ANO NORTH,2015,PLANTAIN,7484.37,12.75,95435.06
13783,ASHANTI,AHAFO ANO SOUTH,2015,PLANTAIN,8181.2,12.24,100147.7
13784,ASHANTI,ATWIMA MPONUA,2015,PLANTAIN,8651.81,11.22,97082.86
13785,ASHANTI,ATWIMA NWABIAGYA,2015,PLANTAIN,4794.0,11.22,53793.9
13786,ASHANTI,EJUSU JUABEN,2015,PLANTAIN,3505.36,11.22,39334.03
13787,ASHANTI,BOSUMTWE,2015,PLANTAIN,1919.82,11.22,21542.49
13788,ASHANTI,ATWIMA KWANWOMA,2015,PLANTAIN,1316.91,11.22,14777.17
13789,ASHANTI,KWABRE EAST,2015,PLANTAIN,1616.85,11.22,18142.83
13790,ASHANTI,OFFINSO,2015,PLANTAIN,2424.77,12.24,29682.09
13791,ASHANTI,OFFINSO NORTH,2015,PLANTAIN,4545.56,12.75,57961.57
13792,ASHANTI,ADANSI NORTH,2015,PLANTAIN,4528.39,12.24,55432.95
13793,ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2015,PLANTAIN,939.21,11.22,10538.94
13794,ASHANTI,ADANSI  SOUTH,2015,PLANTAIN,3029.7,11.22,33996.57
13795,ASHANTI,ASANTE AKIM NORTH,2015,PLANTAIN,10706.95,12.75,136526.99
13796,ASHANTI,ASANTE AKIM SOUTH,2015,PLANTAIN,7827.73,13.06,102208.93
13797,ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2015,PLANTAIN,920.02,11.22,10323.62
13798,ASHANTI,EJURA SEKYEREDUMASE,2015,GROUNDNUT,4607.91,1.28,5899.37
13799,ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST),2015,GROUNDNUT,380.86,1.36,516.28
13800,ASHANTI,SEKYERE CENTRAL,2015,GROUNDNUT,223.69,1.05,235.85
13801,ASHANTI,SEKYERE EAST,2015,GROUNDNUT,75.21,0.98,73.63
13802,ASHANTI,SEKYERE AFRAM PLAINS,2015,GROUNDNUT,74.24,0.98,72.69
13803,ASHANTI,SEKYERE SOUTH,2015,GROUNDNUT,40.5,1.2,48.8
13804,ASHANTI,AFIGYA KWABRE,2015,GROUNDNUT,23.14,1.2,27.88
13805,ASHANTI,ATWIMA NWABIAGYA,2015,GROUNDNUT,16.39,1.05,17.28
13806,ASHANTI,OFFINSO,2015,GROUNDNUT,207.3,1.13,234.18
13807,ASHANTI,OFFINSO NORTH,2015,GROUNDNUT,592.98,1.2,714.52
13808,ASHANTI,EJURA SEKYEREDUMASE,2015,COWPEA,6160.2,0.53,3235.83
13809,ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST),2015,COWPEA,589.78,0.94,553.21
13810,ASHANTI,SEKYERE CENTRAL,2015,COWPEA,385.07,0.94,361.19
13811,ASHANTI,SEKYERE EAST,2015,COWPEA,18.94,0.94,17.76
13812,ASHANTI,SEKYERE AFRAM PLAINS,2015,COWPEA,82.97,0.94,77.82
13813,ASHANTI,AHAFO ANO NORTH,2015,COWPEA,106.41,0.94,99.81
13814,ASHANTI,ATWIMA NWABIAGYA,2015,COWPEA,29.76,0.94,27.91
13815,ASHANTI,BOSUMTWE,2015,COWPEA,70.34,0.28,19.79
13816,ASHANTI,OFFINSO,2015,COWPEA,207.41,0.66,136.19
13817,ASHANTI,OFFINSO NORTH,2015,COWPEA,306.61,0.94,287.6
13818,ASHANTI,ASANTE AKIM NORTH,2015,COWPEA,64.03,0.94,60.06
13819,BRONG AHAFO,WENCHI MUNICIPAL,2015,SORGHUM,113.0,1.12,126.09
13820,BRONG AHAFO,NKORANZA SOUTH,2015,SORGHUM,45.02,0.93,41.74
13821,BRONG AHAFO,NKORANZA NORTH,2015,SORGHUM,53.01,0.94,49.57
13822,BRONG AHAFO,KINTAMPO NORTH,2015,SORGHUM,172.05,0.99,170.44
13823,BRONG AHAFO,ATEBUBU -AMANTIN,2015,SORGHUM,136.0,1.64,223.49
13824,BRONG AHAFO,TAIN,2015,SORGHUM,153.0,1.08,165.22
13825,BRONG AHAFO,SUNYANI MUNICIPAL,2015,COCOYAM,680.39,4.27,2902.63
13826,BRONG AHAFO,SUNYANI WEST,2015,COCOYAM,1013.58,4.22,4280.39
13827,BRONG AHAFO,ASUTIFI,2015,COCOYAM,14362.17,7.53,108162.03
13828,BRONG AHAFO,DORMAA MUNICIPAL,2015,COCOYAM,3071.75,5.89,18092.38
13829,BRONG AHAFO,DORMAA EAST,2015,COCOYAM,1594.91,4.02,6405.39
13830,BRONG AHAFO,BEREKUM,2015,COCOYAM,4694.67,7.45,34978.6
13831,BRONG AHAFO,TANO NORTH,2015,COCOYAM,1756.0,6.44,11306.85
13832,BRONG AHAFO,TANO SOUTH,2015,COCOYAM,2533.44,6.32,16014.84
13833,BRONG AHAFO,NKORANZA SOUTH,2015,COCOYAM,282.16,4.38,1235.58
13834,BRONG AHAFO,NKORANZA NORTH,2015,COCOYAM,346.2,4.42,1529.76
13835,BRONG AHAFO,TECHIMAN MUNICIPAL,2015,COCOYAM,1540.88,5.7,8786.33
13836,BRONG AHAFO,ASUNAFO NORTH,2015,COCOYAM,4232.41,8.22,34792.28
13837,BRONG AHAFO,ASUNAFO SOUTH,2015,COCOYAM,10525.99,7.36,77434.4
13838,BRONG AHAFO,JAMAN NORTH,2015,COCOYAM,962.55,6.99,6726.05
13839,BRONG AHAFO,KINTAMPO NORTH,2015,COCOYAM,221.13,5.03,1113.0
13840,BRONG AHAFO,KINTAMPO SOUTH,2015,COCOYAM,372.21,5.91,2201.48
13841,BRONG AHAFO,SUNYANI MUNICIPAL,2015,PLANTAIN,2910.84,12.49,36347.89
13842,BRONG AHAFO,SUNYANI WEST,2015,PLANTAIN,3630.7,12.31,44699.06
13843,BRONG AHAFO,ASUTIFI,2015,PLANTAIN,18452.58,17.77,327858.96
13844,BRONG AHAFO,WENCHI MUNICIPAL,2015,PLANTAIN,1038.21,8.16,8475.97
13845,BRONG AHAFO,DORMAA MUNICIPAL,2015,PLANTAIN,3147.08,11.13,35027.09
13846,BRONG AHAFO,DORMAA EAST,2015,PLANTAIN,2079.46,9.85,20477.54
13847,BRONG AHAFO,BEREKUM,2015,PLANTAIN,3746.28,10.6,39727.87
13848,BRONG AHAFO,TANO NORTH,2015,PLANTAIN,4652.69,13.1,60943.81
13849,BRONG AHAFO,TANO SOUTH,2015,PLANTAIN,4755.09,12.61,59955.81
13850,BRONG AHAFO,NKORANZA SOUTH,2015,PLANTAIN,549.52,7.54,4144.39
13851,BRONG AHAFO,NKORANZA NORTH,2015,PLANTAIN,4856.48,7.8,37887.08
13852,BRONG AHAFO,ASUNAFO SOUTH,2015,PLANTAIN,13306.13,20.04,266603.16
13853,BRONG AHAFO,JAMAN NORTH,2015,PLANTAIN,590.08,9.24,5449.58
13854,BRONG AHAFO,JAMAN SOUTH,2015,PLANTAIN,1340.35,9.59,12859.56
13855,BRONG AHAFO,KINTAMPO NORTH,2015,PLANTAIN,48.67,6.97,339.04
13856,BRONG AHAFO,KINTAMPO SOUTH,2015,PLANTAIN,58.8,7.99,470.08
13857,BRONG AHAFO,ATEBUBU -AMANTIN,2015,PLANTAIN,11.68,0.98,11.44
13858,BRONG AHAFO,TAIN,2015,PLANTAIN,61.85,6.17,381.68
13859,BRONG AHAFO,WENCHI MUNICIPAL,2015,GROUNDNUT,821.0,0.64,527.96
13860,BRONG AHAFO,SENE,2015,GROUNDNUT,3105.0,0.88,2735.81
13861,BRONG AHAFO,NKORANZA SOUTH,2015,GROUNDNUT,2215.0,0.72,1591.89
13862,BRONG AHAFO,TECHIMAN MUNICIPAL,2015,GROUNDNUT,230.0,0.77,176.79
13863,BRONG AHAFO,KINTAMPO NORTH,2015,GROUNDNUT,2800.0,1.11,3115.78
13864,BRONG AHAFO,ATEBUBU -AMANTIN,2015,GROUNDNUT,1680.0,1.23,2069.61
13865,BRONG AHAFO,PRU,2015,GROUNDNUT,2415.0,1.11,2673.41
13866,BRONG AHAFO,TAIN,2015,GROUNDNUT,643.0,0.98,628.76
13867,BRONG AHAFO,WENCHI MUNICIPAL,2015,COWPEA,2200.52,0.86,1884.93
13868,BRONG AHAFO,NKORANZA SOUTH,2015,COWPEA,2640.8,0.92,2422.57
13869,BRONG AHAFO,TECHIMAN MUNICIPAL,2015,COWPEA,664.5,1.2,795.96
13870,BRONG AHAFO,KINTAMPO NORTH,2015,COWPEA,809.15,1.3,1055.2
13871,BRONG AHAFO,ATEBUBU -AMANTIN,2015,COWPEA,459.27,1.3,596.97
13872,BRONG AHAFO,TAIN,2015,COWPEA,435.76,1.24,540.38
13873,UPPER EAST,BUILSA,2015,MILLET,5585.19,0.72,4032.06
13874,UPPER EAST,KASSENA NANKANA EAST,2015,MILLET,2955.98,0.56,1659.77
13875,UPPER EAST,KASSENA NANKANA WEST,2015,MILLET,1970.66,0.56,1106.51
13876,UPPER EAST,BOLGATANGA MUNICIPAL,2015,MILLET,3580.56,1.0,3590.11
13877,UPPER EAST,BAWKU MUNICIPAL,2015,MILLET,9753.35,0.96,9388.19
13878,UPPER EAST,BAWKU WEST,2015,MILLET,10892.57,0.97,10593.98
13879,UPPER EAST,BONGO,2015,MILLET,5460.28,0.68,3722.89
13880,UPPER EAST,GARU TEMPANE,2015,MILLET,6885.31,0.8,5522.94
13881,UPPER EAST,TALENSI NABDAM,2015,MILLET,4247.1,0.54,2299.55
13882,UPPER EAST,BUILSA,2015,SORGHUM,5349.4,1.01,5386.65
13883,UPPER EAST,KASSENA NANKANA EAST,2015,SORGHUM,4666.09,0.74,3440.03
13884,UPPER EAST,KASSENA NANKANA WEST,2015,SORGHUM,2999.7,0.8,2400.29
13885,UPPER EAST,BOLGATANGA MUNICIPAL,2015,SORGHUM,4889.15,1.17,5714.42
13886,UPPER EAST,BAWKU MUNICIPAL,2015,SORGHUM,8680.16,0.88,7648.03
13887,UPPER EAST,BAWKU WEST,2015,SORGHUM,10799.74,0.97,10486.54
13888,UPPER EAST,BONGO,2015,SORGHUM,4524.79,0.82,3701.99
13889,UPPER EAST,GARU TEMPANE,2015,SORGHUM,7014.78,0.58,4036.36
13890,UPPER EAST,TALENSI NABDAM,2015,SORGHUM,4243.19,0.9,3814.94
13891,UPPER EAST,BUILSA,2015,GROUNDNUT,6521.47,1.16,7544.71
13892,UPPER EAST,KASSENA NANKANA EAST,2015,GROUNDNUT,6464.82,0.49,3164.26
13893,UPPER EAST,KASSENA NANKANA WEST,2015,GROUNDNUT,4309.88,0.51,2186.22
13894,UPPER EAST,BOLGATANGA MUNICIPAL,2015,GROUNDNUT,6462.79,0.71,4601.12
13895,UPPER EAST,BAWKU MUNICIPAL,2015,GROUNDNUT,12393.43,0.62,7720.45
13896,UPPER EAST,BAWKU WEST,2015,GROUNDNUT,9510.06,0.74,7024.49
13897,UPPER EAST,BONGO,2015,GROUNDNUT,6257.42,0.54,3396.86
13898,UPPER EAST,GARU TEMPANE,2015,GROUNDNUT,6070.25,0.53,3241.24
13899,UPPER EAST,TALENSI NABDAM,2015,GROUNDNUT,4138.9,0.39,1620.66
13900,UPPER EAST,BUILSA,2015,COWPEA,1467.0,0.49,720.18
13901,UPPER EAST,KASSENA NANKANA EAST,2015,COWPEA,705.0,0.66,463.78
13902,UPPER EAST,KASSENA NANKANA WEST,2015,COWPEA,503.0,0.69,345.71
13903,UPPER EAST,BOLGATANGA MUNICIPAL,2015,COWPEA,1345.0,0.23,303.73
13904,UPPER EAST,BAWKU MUNICIPAL,2015,COWPEA,3215.0,0.79,2525.31
13905,UPPER EAST,BAWKU WEST,2015,COWPEA,3000.0,0.74,2209.16
13906,UPPER EAST,BONGO,2015,COWPEA,1650.0,0.8,1312.24
13907,UPPER EAST,GARU TEMPANE,2015,COWPEA,4950.0,0.74,3645.11
13908,UPPER EAST,TALENSI NABDAM,2015,COWPEA,1400.0,0.51,714.78
13909,UPPER WEST,WA WEST,2015,MILLET,6935.87,0.4,2773.47
13910,UPPER WEST,WA EAST,2015,MILLET,6576.08,0.72,4733.29
13911,UPPER WEST,WA MUNICIPAL,2015,MILLET,6885.9,0.98,6746.05
13912,UPPER WEST,LAWRA,2015,MILLET,10773.58,0.92,9908.57
13913,UPPER WEST,SISSALA EAST,2015,MILLET,3248.06,1.14,3701.63
13914,UPPER WEST,SISSALA WEST,2015,MILLET,4957.05,0.91,4516.29
13915,UPPER WEST,JIRAPA,2015,MILLET,8664.84,0.38,3299.0
13916,UPPER WEST,LAMBUSSIE-KARNI,2015,MILLET,6446.16,0.55,3544.27
13917,UPPER WEST,NADOWLI,2015,MILLET,7595.47,0.95,7213.43
13918,UPPER WEST,WA WEST,2015,SORGHUM,6129.1,0.66,4024.61
13919,UPPER WEST,WA EAST,2015,SORGHUM,3928.66,0.75,2953.09
13920,UPPER WEST,WA MUNICIPAL,2015,SORGHUM,6983.16,0.79,5550.77
13921,UPPER WEST,LAWRA,2015,SORGHUM,36975.58,0.98,36099.96
13922,UPPER WEST,SISSALA EAST,2015,SORGHUM,894.25,1.31,1174.39
13923,UPPER WEST,SISSALA WEST,2015,SORGHUM,9404.66,0.74,6988.03
13924,UPPER WEST,JIRAPA,2015,SORGHUM,12207.97,0.48,5801.22
13925,UPPER WEST,LAMBUSSIE-KARNI,2015,SORGHUM,7455.4,0.48,3607.22
13926,UPPER WEST,NADOWLI,2015,SORGHUM,19633.23,0.76,14927.52
13927,UPPER WEST,WA WEST,2015,GROUNDNUT,21247.42,1.52,32391.04
13928,UPPER WEST,WA EAST,2015,GROUNDNUT,13112.46,1.11,14592.37
13929,UPPER WEST,WA MUNICIPAL,2015,GROUNDNUT,17617.36,1.1,19337.13
13930,UPPER WEST,LAWRA,2015,GROUNDNUT,7018.79,1.44,10129.26
13931,UPPER WEST,SISSALA EAST,2015,GROUNDNUT,8064.57,1.06,8523.97
13932,UPPER WEST,SISSALA WEST,2015,GROUNDNUT,10035.46,1.64,16420.66
13933,UPPER WEST,JIRAPA,2015,GROUNDNUT,15033.07,1.26,18945.1
13934,UPPER WEST,LAMBUSSIE-KARNI,2015,GROUNDNUT,8698.07,0.76,6629.97
13935,UPPER WEST,NADOWLI,2015,GROUNDNUT,29100.82,0.94,27209.5
13936,UPPER WEST,WA WEST,2015,COWPEA,5210.0,1.24,6440.78
13937,UPPER WEST,WA EAST,2015,COWPEA,5680.0,1.09,6202.6
13938,UPPER WEST,WA MUNICIPAL,2015,COWPEA,5420.0,1.07,5807.0
13939,UPPER WEST,LAWRA,2015,COWPEA,280.0,1.45,406.72
13940,UPPER WEST,SISSALA EAST,2015,COWPEA,2140.0,1.0,2138.48
13941,UPPER WEST,SISSALA WEST,2015,COWPEA,12950.0,1.11,14408.31
13942,UPPER WEST,JIRAPA,2015,COWPEA,8740.0,0.81,7113.08
13943,UPPER WEST,LAMBUSSIE-KARNI,2015,COWPEA,5530.0,0.75,4158.79
13944,UPPER WEST,NADOWLI,2015,COWPEA,26170.0,1.18,31004.23
13945,WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2016,MAIZE,659.0,1.02,670.0
13946,WESTERN,SHAMA,2016,MAIZE,384.0,1.02,392.0
13947,WESTERN,AHANTA WEST,2016,MAIZE,1362.0,1.08,1474.0
13948,WESTERN,MPORHOR WASSA EAST,2016,MAIZE,1748.0,1.94,3396.0
13949,WESTERN,TARKWA NSUAEM,2016,MAIZE,1218.0,1.2,1466.0
13950,WESTERN,PRESTEA HUNI-VALLEY,2016,MAIZE,1300.0,1.13,1475.0
13951,WESTERN,NZEMA EAST,2016,MAIZE,1430.0,1.25,1782.0
13952,WESTERN,ELLEMBELE,2016,MAIZE,618.0,1.0,621.0
13953,WESTERN,JOMORO,2016,MAIZE,800.0,1.25,1000.0
13954,WESTERN,AMENFI EAST,2016,MAIZE,3866.0,1.37,5287.0
13955,WESTERN,AMENFI  WEST (WASSA AMENFI),2016,MAIZE,3786.0,1.53,5789.0
13956,WESTERN,AOWIN -SUAMAN,2016,MAIZE,7900.0,1.29,10210.0
13957,WESTERN,BIBIANI-ANHWIASO-BEKWAI,2016,MAIZE,4940.0,1.11,5494.0
13958,WESTERN,SEFWI-WIAWSO,2016,MAIZE,3271.0,1.96,6411.0
13959,WESTERN,AKONTOMBRA,2016,MAIZE,3799.0,1.15,4369.0
13960,WESTERN,BIA,2016,MAIZE,5259.0,2.28,11996.0
13961,WESTERN,JUABESO,2016,MAIZE,6830.0,1.63,11162.0
13962,WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2016,RICE,64.0,0.94,60.0
13963,WESTERN,SHAMA,2016,RICE,177.7,0.75,134.0
13964,WESTERN,MPORHOR WASSA EAST,2016,RICE,140.2,1.53,214.0
13965,WESTERN,TARKWA NSUAEM,2016,RICE,1100.0,1.08,1192.0
13966,WESTERN,PRESTEA HUNI-VALLEY,2016,RICE,1244.0,1.11,1376.0
13967,WESTERN,NZEMA EAST,2016,RICE,377.0,1.18,445.0
13968,WESTERN,ELLEMBELE,2016,RICE,932.0,1.04,973.0
13969,WESTERN,JOMORO,2016,RICE,1290.0,1.16,1500.0
13970,WESTERN,AMENFI EAST,2016,RICE,1321.0,1.19,1573.0
13971,WESTERN,AMENFI  WEST (WASSA AMENFI),2016,RICE,2231.0,1.09,2429.0
13972,WESTERN,AOWIN -SUAMAN,2016,RICE,2760.0,1.24,3416.0
13973,WESTERN,BIBIANI-ANHWIASO-BEKWAI,2016,RICE,2000.0,1.17,2343.0
13974,WESTERN,SEFWI-WIAWSO,2016,RICE,2945.0,1.46,4300.0
13975,WESTERN,AKONTOMBRA,2016,RICE,1522.0,1.15,1745.0
13976,WESTERN,BIA,2016,RICE,3700.0,1.16,4310.0
13977,WESTERN,JUABESO,2016,RICE,3889.0,1.85,7211.0
13978,WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2016,CASSAVA,1170.0,15.3,17900.0
13979,WESTERN,SHAMA,2016,CASSAVA,1161.0,21.5,24960.0
13980,WESTERN,AHANTA WEST,2016,CASSAVA,4300.0,12.53,53867.0
13981,WESTERN,MPORHOR WASSA EAST,2016,CASSAVA,5360.0,1.61,8645.0
13982,WESTERN,TARKWA NSUAEM,2016,CASSAVA,4100.0,7.91,32432.0
13983,WESTERN,PRESTEA HUNI-VALLEY,2016,CASSAVA,1349.0,25.84,34861.0
13984,WESTERN,NZEMA EAST,2016,CASSAVA,4297.0,18.05,77562.0
13985,WESTERN,ELLEMBELE,2016,CASSAVA,3280.0,9.45,31011.0
13986,WESTERN,JOMORO,2016,CASSAVA,4900.0,13.31,65235.0
13987,WESTERN,AMENFI EAST,2016,CASSAVA,5532.0,10.21,56495.0
13988,WESTERN,AMENFI  WEST (WASSA AMENFI),2016,CASSAVA,3236.0,18.11,58597.0
13989,WESTERN,AOWIN -SUAMAN,2016,CASSAVA,12600.0,15.04,189462.0
13990,WESTERN,BIBIANI-ANHWIASO-BEKWAI,2016,CASSAVA,6903.0,14.46,99792.0
13991,WESTERN,SEFWI-WIAWSO,2016,CASSAVA,5760.0,13.85,79758.0
13992,WESTERN,AKONTOMBRA,2016,CASSAVA,4297.0,11.58,49761.0
13993,WESTERN,BIA,2016,CASSAVA,2920.0,10.11,29533.0
13994,WESTERN,JUABESO,2016,CASSAVA,6540.0,13.52,88436.0
13995,WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2016,YAM,32.0,5.72,183.0
13996,WESTERN,SHAMA,2016,YAM,45.0,3.44,155.0
13997,WESTERN,AHANTA WEST,2016,YAM,22.0,4.64,102.0
13998,WESTERN,MPORHOR WASSA EAST,2016,YAM,272.0,7.84,2133.0
13999,WESTERN,TARKWA NSUAEM,2016,YAM,160.0,12.19,1951.0
14000,WESTERN,PRESTEA HUNI-VALLEY,2016,YAM,118.0,5.36,632.0
14001,WESTERN,NZEMA EAST,2016,YAM,38.0,9.82,373.0
14002,WESTERN,ELLEMBELE,2016,YAM,21.0,4.9,103.0
14003,WESTERN,JOMORO,2016,YAM,16.0,5.75,92.0
14004,WESTERN,AMENFI EAST,2016,YAM,512.0,11.74,6011.0
14005,WESTERN,AMENFI  WEST (WASSA AMENFI),2016,YAM,720.0,5.71,4112.0
